,M356,M206,M134,M324,M250,M173,M294,M218,M207,M314,M319,M104,M100,M132,M209,M110,M249,M182,M159,M140,M229,M142,M286,M131,M148,M138,M247,M283,M296,M105,M334,M335,M291,M292,M347,M120,M117,M107,M321,M245,M161,M169,M368,M144,M167,M370,M293,M311,M273,M149,M141,M115,M325,M121,M135,M99,M290,M355,M317,M97,M285,M119,M133,M276,M328,M171,M222,M357,M330,M271,M305,M303,M284,M318,M106,M109,M139,M274,M279,M143,M320,M111,M118,M108,M127,M359,M369,M277,M216,M150,M307,M326,M346,M98,M268
432,0.547227154437224,1.69118200416545e-14,0.020785629378373,0.017626734007181,0.46532579431792,-0.04331960196714,2.5979095316258,-0.000917735671052,0.001223038058132,5.96644393370374,0.107504153455174,0.147990773944984,0.380811422858507,0.67949578427049,0.0,0.210094953021067,0.50229550856011,-0.0522574438649,0.191876027469973,0.235548432723354,-0.008564989608262,0.235548432742871,4.56158205017938,0.012472380547668,0.002200515566142,0.012472380228745,-0.19982228115682,2.3034697638481,2.59790953239842,0.461396330162844,0.029223460813532,-0.838178178038651,5.66739024971747,1.69538873060877,3.50138741414627,0.113882791865927,0.432751890300276,0.50770886966911,2.60486651567104,-0.013168737562673,0.290624594057598,-0.003707025214139,-0.524407797453941,0.032792897417755,0.214782230786104,-0.550376429875099,6.14157728400655,-0.052496631436161,0.021277717386013,-0.075664042427004,0.480541274970925,0.113882791860576,8.95276092803772,0.423003456555593,0.228636198920196,0.194037022704974,1.72818512982764,0.547227154437224,0.01762673406871,0.19403702269627,2.30346976386944,0.479054048712912,0.020785629359055,0.018398267968053,2.80966474233502,0.041518413947972,0.027197500381,0.383153771134204,0.36314772583117,-0.019330179649255,5.79658073195009,5.32392989791346,4.09442883949303,8.46605769945337,0.145380297586484,0.409448092753961,0.725889838635552,0.025187779062115,0.409665428680341,0.52686133589479,0.107504153555293,0.455743206328507,0.113882791860598,0.210094952702788,0.493871962373094,-0.341886736498576,0.448831061099808,-0.043694602490803,-0.001098893707685,0.838115172775455,5.19503451389811,2.80966474230031,2.49468281772232,0.334546281564485,-0.001346760040765
433,0.506524770673766,6.3255860678530506e-15,0.024193693025354,0.021265870162468,0.445449423623785,-0.0320513922343,2.59747698254549,-0.000714352696619,0.001155863895363,5.95711707385571,0.111972688570505,0.142575160494229,0.364373411587504,0.644663743017282,1.4210854715202e-14,0.1981640211693,0.480828317148109,-0.053763518939409,0.183278827593836,0.22524156426813,-0.008079556270555,0.225241564251188,4.55607047231954,0.016171073741966,0.002057337021211,0.016171074027582,-0.198111142628143,2.29767346151464,2.59747698269561,0.437218374735227,0.028601984365184,-0.846971893541149,5.63116650011382,1.6920449388437,3.49544733154803,0.108894014982619,0.409441144788802,0.485359301221755,2.60448554961563,-0.01287140509154,0.27721148548665,-0.016647767333167,-0.550344803848413,0.031939579753915,0.204712855884748,-0.548070401266942,6.13417278022801,-0.044990123705035,0.019187022096446,-0.072768514185195,0.45492343378708,0.108894014982264,8.93256834456448,0.400248160550154,0.222377445286326,0.185937942637837,1.72470249656576,0.506524770673766,0.02126586994351,0.185937942693881,2.2976734615207,0.45757092831622,0.024193693286367,0.01913087870625,2.80858797754018,0.049012534329429,0.025703704417794,0.377093990187727,0.366214998780601,-0.018962990074165,5.79075599123813,5.28937019791655,4.06051180569349,8.41635447503342,0.140125437838079,0.384606092643591,0.692895371079483,0.023301906201553,0.39238836293535,0.503073384643105,0.111972688734663,0.432730202957154,0.108894014986127,0.198164021545066,0.471085406645044,-0.345109102611862,0.476294611377837,-0.041407812973105,-0.000940761927287,0.760452433615111,5.16214288357146,2.80858797750623,2.48973234135768,0.316285475401612,-0.001677173151394
434,0.417916376320271,-1.2805247561526501e-14,0.024970879239628,0.02664250722455,0.447401465652263,-0.019396078694833,2.59734323425851,-0.000624147064229,0.001146495314781,5.94866921303381,0.11794635118656,0.142827911296561,0.365006654128353,0.642950677181875,-1.4210854715202e-14,0.199758800997629,0.483047484875442,-0.056670809511383,0.18373593965384,0.226138035198065,-0.007953420602341,0.226138035226753,4.55092373851931,0.017030473714863,0.002018336951615,0.017030473791557,-0.197568475874192,2.29223484839174,2.5973432341301,0.435392003676704,0.027992549004896,-0.855254749179046,5.59758904729375,1.68930209963269,3.49028141369183,0.109338291168526,0.407729971534132,0.486518029306349,2.60599899011229,-0.012884376435776,0.277843839976222,-0.029763702309438,-0.574658517700255,0.03269671576509,0.204768812521361,-0.546200496546501,6.12761817555876,-0.03829517647207,0.018343777088653,-0.07338284218269,0.453489465494572,0.109338291176164,8.91409118646955,0.398629046375198,0.223442127934792,0.186050447825425,1.72180461963889,0.417916376320271,0.026642507002217,0.186050447804575,2.29223484845047,0.458840391941617,0.024970879204789,0.020306182214092,2.80752809448086,0.058008618552208,0.02549536913881,0.397113740001287,0.370049370924574,-0.018864673879372,5.785719574619,5.25739475141209,4.02875650129864,8.37016630417893,0.140387781225115,0.383706819696283,0.694199684952346,0.022746244292279,0.394408123661321,0.504627082128573,0.11794635142599,0.434806940207944,0.109338291186156,0.19975880113785,0.47168929246526,-0.329447545420214,0.50197916017749,-0.041539228985485,-0.000821286394918,0.840529721819516,5.13181492928123,2.80752809444647,2.48513191337929,0.313952600641221,-0.002047374415437
435,0.312193341826794,-2.3819644361737e-14,0.025377772006463,0.034058064951315,0.463034775143143,-0.010947611590872,2.5973385523822,-0.000618592828417,0.001172963270253,5.94080313326433,0.125726160669459,0.147122877039441,0.376714221613783,0.663837035965731,0.0,0.208588577250701,0.50038183925534,-0.058787228046209,0.189903766682087,0.233938617709528,-0.008030625139344,0.233938617636631,4.54601554227552,0.017356866632889,0.002042257241008,0.017356866485763,-0.200379594866064,2.28702839378463,2.59733855234541,0.449592206637761,0.027375834271104,-0.863233297523613,5.56971934878121,1.68713430268659,3.48552613687017,0.113250370038398,0.421385162729648,0.502647476374429,2.60947306210635,-0.013189859512751,0.287155745255574,-0.018797705081608,-0.594335305020011,0.034543225254402,0.211400146252028,-0.544760046121717,6.12171092632863,-0.032264325821396,0.018862235783949,-0.076229708742903,0.468692406968474,0.113250370032203,8.89670834263028,0.412093944581193,0.230338021100107,0.191662781787061,1.71945967675626,0.312193341826794,0.034058064836584,0.191662781764168,2.28702839387021,0.474424188637323,0.025377772044077,0.021084909579685,2.80642266069069,0.056126832019854,0.026083954444445,0.426735836680736,0.374783499113218,-0.019142568437383,5.78128865462124,5.23106885601428,4.00222646410233,8.33026856677321,0.144607800582297,0.398234171501644,0.717015930642617,0.023440398227784,0.408721282865372,0.521758481836221,0.125726160802397,0.451259776643331,0.113250370024964,0.208588577273283,0.486943289434438,-0.304430258479238,0.522852279764185,-0.043138501353084,-0.00071364691949,0.807049925027647,5.10716149656965,2.80642266074769,2.48064026699382,0.323731432750707,-0.001908300706043
436,0.242078795060596,-1.93105615861871e-14,0.02447214837189,0.043539460279907,0.461664927149485,-0.00797840770268,2.59719640244207,-0.000657139249782,0.00115677194174,5.93377011675704,0.135300625612267,0.145973200108207,0.374749420671572,0.664069590697181,-7.105427357601e-15,0.210180825034456,0.499796937707742,-0.055581724115894,0.189213336401561,0.233100151759791,-0.007763722919646,0.233100151799182,4.54158990724964,0.016723354592463,0.001990735901369,0.016723354435166,-0.194697154619767,2.28232237599602,2.59719640237441,0.450819934428148,0.02677415435941,-0.8705385924349,5.5530893059361,1.68573572605564,3.48098274008373,0.11315513585719,0.423173070416727,0.50061936292225,2.61489251813276,-0.012967683765405,0.286056240445176,0.028152528231784,-0.604477153807614,0.035249592746878,0.210685512570463,-0.543722318386053,6.11664476084011,-0.027217352511155,0.019715032146202,-0.076282963132202,0.47000873622618,0.113155135845622,8.88090357002394,0.414031839806306,0.228511896193195,0.190253508165017,1.71786578404698,0.242078795060596,0.043539460341657,0.190253508143723,2.2823223760859,0.472959273499085,0.024472148477051,0.019816389535706,2.80526148141831,0.034584527559001,0.025723897242948,0.439736379715616,0.380290559300178,-0.01863796841954,5.77759905669391,5.21584467428915,3.98640029080857,8.30266299488747,0.143471504183545,0.401760633423875,0.713963634784087,0.023992173677129,0.408343985551596,0.519815661355594,0.135300625519896,0.451532652855802,0.113155135843446,0.210180825040585,0.484604317104709,-0.286364031658737,0.533901628514788,-0.043308854428418,-0.00056033018196,0.827738095507424,5.09356909504532,2.80526148142368,2.47625502834241,0.325005490277785,-0.0009019380456
437,0.23746584610036,-4.33492488866732e-15,0.022880263310388,0.05516756086652,0.459027303704715,-0.010829517737243,2.59675056789754,-0.000751569375154,0.001138540579182,5.92756655322373,0.146741922414373,0.144283247128385,0.371787438488824,0.664401195437114,7.105427357601e-15,0.211735396683976,0.498081634380924,-0.050533198775038,0.188085356642964,0.231557515123959,-0.007439111696129,0.231557515129333,4.5376991583518,0.015480803187828,0.001936265220404,0.015480803217294,-0.18696401653591,2.27816996988435,2.59675056796564,0.452617365801888,0.026188281481399,-0.877131844644974,5.54889500967064,1.68516098961267,3.47627395686554,0.112857306318515,0.425739920484758,0.49734154161627,2.62218201457074,-0.012650808160787,0.28418977237985,0.090582420722152,-0.603874454806763,0.035917786239947,0.209698643626743,-0.542868952826669,6.11236846370473,-0.023176796719049,0.021077020161897,-0.076090404548179,0.471668870285602,0.112857306317249,8.86648566461348,0.416767310361577,0.225498979602134,0.188265854725533,1.71707734194764,0.23746584610036,0.055167560732095,0.188265854743519,2.27816996987875,0.470453020212247,0.022880263476255,0.017812992279886,2.80403748479086,0.004004897603127,0.025318474459162,0.420505275352423,0.386540050140605,-0.017942767987849,5.77463440749935,5.21295077604171,3.98256596637914,8.28842267805605,0.141795868674643,0.406426413943262,0.70919982395623,0.02487630400887,0.407011336446203,0.516398701722509,0.14674192206372,0.45112546756505,0.112857306308856,0.211735396556523,0.481180546028193,-0.286307453890988,0.533914524057777,-0.043368511403145,-0.000397900256825,0.79612096663082,5.09226349443854,2.80403748477844,2.47182928554823,0.327106929647769,0.000508409637773
438,0.267695310944105,5.779459030108611e-15,0.019792665910012,0.068932099073282,0.45686035915827,-0.017339696124008,2.59616201017399,-0.000872525851705,0.001121517493229,5.92241236723807,0.160019018936852,0.142119948815922,0.368609330436898,0.661867636574764,0.0,0.214922696119557,0.4965888501157,-0.048337631125306,0.187079178019389,0.23012125045605,-0.007073709271208,0.23012125044084,4.534410297124,0.012836775331304,0.001883970767835,0.012836775628933,-0.175601607480992,2.27459949357436,2.59616201006674,0.451429973146822,0.025618480730993,-0.883028287719823,5.55000230499818,1.68543284618063,3.47107695773516,0.112681711351281,0.425721692689285,0.494004347125432,2.63122912130196,-0.01219885466872,0.282205393272705,0.111810732923967,-0.599106403774785,0.036645199538876,0.208792725201223,-0.541662829984191,6.10889143300359,-0.020095393307484,0.021597389003603,-0.075878357719938,0.470403858010449,0.112681711386342,8.85334933147563,0.416911013451093,0.220985995409673,0.185971813213714,1.71711748397663,0.267695310944105,0.068932098869934,0.185971813223684,2.27459949355111,0.468284115426498,0.019792665973761,0.016949588448931,2.80285905371618,-0.010403421009819,0.024939920924012,0.384342203244858,0.393520819230941,-0.016838284739373,5.77255107383474,5.21542959563681,3.98378948873261,8.28004570548306,0.139634491406104,0.410100728380658,0.704532327535889,0.025195291603325,0.405934046756613,0.512986081232136,0.160019018601254,0.452652707616008,0.112681711384077,0.21492269612402,0.478123596389413,-0.299984614418602,0.529577090305189,-0.043071014733528,-0.000230667064442,0.819032763323246,5.09629596496566,2.8028590537243,2.46728176574358,0.326088405385039,0.001176405964439
439,0.281299002083357,5.7866821991990806e-15,0.015231992183606,0.085013544174029,0.463262508349175,-0.027187673442519,2.59569594168849,-0.001025553996968,0.001125271212298,5.91851931908918,0.175279227436187,0.141827692982543,0.371496949392025,0.666233955752249,7.105427357601e-15,0.223842494863713,0.503928216925317,-0.051484054432416,0.189448253104563,0.232830474929147,-0.006788227447561,0.232830474951906,4.53174115759989,0.008707288321208,0.001866669547845,0.008707288133758,-0.162887369072244,2.27157174633048,2.59569594203406,0.453389118996284,0.025055468622037,-0.888360077724815,5.54637790246562,1.68656625724897,3.46499485095559,0.114587232397878,0.428895948145969,0.499062191233968,2.64204955908911,-0.011795717498077,0.284932121236192,0.073291443674051,-0.599557829508823,0.038066004670334,0.211505406761514,-0.539421637239201,6.10618441576427,-0.017848129198272,0.021144856263192,-0.076967857255994,0.472747798594852,0.114587232373031,8.84120206786458,0.420087436461647,0.218464040240129,0.186504592210812,1.71799801037085,0.281299002083357,0.085013543852019,0.186504592133763,2.27157174632109,0.474556389954772,0.015231992206566,0.018177910437508,2.80185609979569,0.000263602081652,0.025023394827578,0.356897350282948,0.401340277262086,-0.01551782821245,5.7715290979941,5.21348840505551,3.98023855737006,8.26696791786537,0.139286385876503,0.418728803020563,0.712022538503954,0.025039812670116,0.412187566077563,0.518432355398479,0.175279226879987,0.464387477589479,0.114587232373009,0.223842494512705,0.483722385350482,-0.31799174017717,0.53039722467827,-0.043027828267256,-6.40016829978052e-05,0.81610031859185,5.09590812913459,2.80185609975412,2.46247652979683,0.325893042112102,0.000707972104729
440,0.245852393581392,-1.0559541483085301e-15,0.010291790889494,0.102812379517037,0.455703347964942,-0.037470656205518,2.59554028316138,-0.001177097334832,0.001095240042303,5.91605722642325,0.191926300566347,0.137212510080031,0.362950222147451,0.647105669175541,-7.105427357601e-15,0.225929829849525,0.495735878823837,-0.056035323774362,0.186008467946008,0.228406714273821,-0.006254199924374,0.228406714276397,4.52970901241763,0.004429145561224,0.001793681697304,0.004429145804297,-0.145026083394725,2.26912705789994,2.59554028292721,0.438439511858268,0.024516353716741,-0.892965691288394,5.53176366261547,1.68846812274437,3.45810429399567,0.113023673651269,0.415986917704791,0.488729435421376,2.65414855683443,-0.011025352447083,0.278731338369886,-0.004414034357358,-0.611250960109522,0.038341915179618,0.207619824456184,-0.535926729203118,6.10424753429279,-0.01645570858736,0.019171430967163,-0.075632587960017,0.457468153550145,0.113023673645229,8.83027705394477,0.407448139297606,0.209268011171848,0.181318913542516,1.71963414058196,0.245852393581392,0.10281237904175,0.181318913720951,2.26912705762847,0.466266408150839,0.010291790561934,0.020037925994444,2.80109763342651,0.026848962288462,0.024355571985097,0.355638941901093,0.409718513633006,-0.01363688030891,5.77161044685268,5.20092346068808,3.96573155342386,8.24306289166516,0.134694885320008,0.41171154835502,0.69750764183345,0.023531890513318,0.405804670208539,0.507770090139004,0.191926301017609,0.461997116028079,0.113023673636103,0.225929830608584,0.474499582701049,-0.332087094455857,0.542440252624399,-0.041367928370562,0.00010726042524,0.787595431642707,5.08485237610377,2.8010976333871,2.45752905761669,0.312728019672748,-0.000513556880266
441,0.187133137239814,-4.037077031965371e-15,0.011121302624395,0.122495399705191,0.456268804318313,-0.044881554319221,2.59557310323271,-0.001425633288207,0.001085571493068,5.91434573432119,0.210080296462967,0.137121479724578,0.36245215800097,0.642193912777467,-7.105427357601e-15,0.226995206949376,0.496458632390329,-0.060226127169405,0.185910867981898,0.22812987838563,-0.005798800017855,0.228129878370553,4.52782256141051,0.005624197263732,0.001754341777582,0.005624196633081,-0.141979766508911,2.26696156648416,2.59557310355256,0.43400342845219,0.02398847015026,-0.896835479349156,5.50979431411467,1.69094211631133,3.45070186552645,0.113534348712729,0.412055586406623,0.488424834910339,2.66758274688368,-0.010915927147313,0.2778905123203,-0.04772226195191,-0.630409428011913,0.039328538987227,0.207461635898332,-0.531897697837036,6.10265159770327,-0.015938895960155,0.018093555161769,-0.075584429614906,0.452226007862766,0.113534348736777,8.82003197992831,0.403627914004034,0.209590152526506,0.180876850752543,1.72182346603242,0.187133137239814,0.122495399809308,0.180876850656597,2.26696156638311,0.466466690797418,0.011121302237394,0.021710093271345,2.80028533615246,0.042529827507454,0.024140566112834,0.368835012401614,0.418726591634111,-0.013146108952702,5.77224644694445,5.18123480745178,3.9437627728365,8.2119919542631,0.134625830932311,0.40836607523651,0.69671663975992,0.022862262594238,0.406667832257739,0.506656953346463,0.21008029674372,0.46277768370524,0.113534348705158,0.226995206423553,0.473871926295866,-0.340847970888292,0.561902053358532,-0.040791732521228,0.000286311010701,0.812717509616845,5.0666619423877,2.80028533610504,2.45237494400721,0.308092007493643,-0.001229610892766
